ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1183,BEŞİKTAŞ,Özel Dizayn Milling Center Diş Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Selamlık Cad. No:32 CİHANNÜMA/BEŞİKTAŞ,0212 327 10 00,www.dizaynmilling.com,,,,CİHANNÜMA,41.04529014600007,29.005668343000025
1183,BEŞİKTAŞ,Özel Dr. Ayşegül Saltat Polikliniği,Poliklinik Özel,Lale Sk. No:16 LEVENT/BEŞİKTAŞ,0212 284 66 55,www.aysegulsaltat.com,Yok,0,,LEVENT,41.07801668500008,29.016963227000076
1183,BEŞİKTAŞ,Özel Tunç Polikliniği,Poliklinik Özel,Esra Sk. No:2A KÜLTÜR/BEŞİKTAŞ,0212 287 01 00,,Yok,0,,KÜLTÜR,41.07634042700005,29.028554160000056
1183,BEŞİKTAŞ,Özel Radyotom Sağlık Hizmetleri,Görüntüleme Merkezi Özel,Büyükdere Cad. No:154 LEVENT/BEŞİKTAŞ,0212 325 41 57,www.radyotom.com.tr,,,,LEVENT,41.07716928900004,29.01441969900003
1336,GAZİOSMANPAŞA,Avrupa Optik,Optik,Eski Edirne Asfaltı No:146 HÜRRİYET/GAZİOSMANPAŞA,0212 535 50 55,,,,,HÜRRİYET,41.066522828000075,28.898468154000057
1336,GAZİOSMANPAŞA,Mena Optik,Optik,255. Sk. No:11 HÜRRİYET/GAZİOSMANPAŞA,0212 568 00 90,,,,,HÜRRİYET,41.065640949000056,28.900390621000042
1183,BEŞİKTAŞ,Özel Biruni Etiler Laboratuvarı,Laboratuvar Özel,Tepecik Yolu No:28/1 ETİLER/BEŞİKTAŞ,0212 358 51 00,www.biruni.com.tr,,,,ETİLER,41.08137719100006,29.030435358000034
1183,BEŞİKTAŞ,Özel Lotüs Polikliniği,Poliklinik Özel,Yıldız Posta Cad. No:30 GAYRETTEPE/BEŞİKTAŞ,0212 274 42 74,,Yok,0,,GAYRETTEPE,41.06603568400004,29.00730093800007
1336,GAZİOSMANPAŞA,Bülent Optik,Optik,Çimentepe Sk. No:54B SARIGÖL/GAZİOSMANPAŞA,0212 417 88 50,,,,,SARIGÖL,41.05750076700008,28.917895341000076
1336,GAZİOSMANPAŞA,Özel Gaziosmanpaşa Veteriner Kliniği,Veteriner,Eflak Sk. No:2 MERKEZ/GAZİOSMANPAŞA,0212 417 88 92,,,0,Yok,MERKEZ,41.05826015300005,28.909849991000044
1336,GAZİOSMANPAŞA,Özel Bilçek Görüntüleme Merkezi,Görüntüleme Merkezi Özel,Cicoz Yolu Cad. MERKEZ/GAZİOSMANPAŞA,0212 418 10 00,www.bilcek.com,,,,MERKEZ,41.05590525500003,28.90912528800004
1183,BEŞİKTAŞ,Özel Transmed Tıp Merkezi,Tıp Merkezi Özel,Fulyalı Sk. No:7 LEVENT/BEŞİKTAŞ,0212 281 13 00,www.transmed.com.tr,Var,,Yok,LEVENT,41.085031912000034,29.017494261000024
1336,GAZİOSMANPAŞA,Özel Batıdent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,759. Sk. No:3 FEVZİ ÇAKMAK/GAZİOSMANPAŞA,0212 537 49 40,www.batident.com.tr,,,,FEVZİ ÇAKMAK,41.07303593200004,28.903323968000052
1421,KADIKÖY,Özel Medical Park Hastanesi Göztepe,Özel Hastane,Nisan Sk. No:23 MERDİVENKÖY/KADIKÖY,0216 468 44 44,www.medicalpark.com.tr,Var,293,Var,MERDİVENKÖY,40.99015705700003,29.077652940000064
1708,ÜSKÜDAR,İhsan Erdemir Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Karlıdere Cad. No:66/2 CUMHURİYET/ÜSKÜDAR,0216 335 65 45,,Yok,0,,CUMHURİYET,41.013652602000036,29.07909506900006
1663,ŞİŞLİ,Özel Dental Fulya Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Hakkı Yeten Cad. No:15 TEŞVİKİYE/ŞİŞLİ,0212 231 28 48,,,,,TEŞVİKİYE,41.05524428000007,28.99872294000005
1835,PENDİK,Çağlayan Bakım Merkezi,Bakım Evi,Bilge Sk. No:6 DOĞU/PENDİK,0216 511 18 24,,,66,Yok,DOĞU,40.88393301100007,29.242491354000038
2016,ESENLER,Fatih Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,241. Sk. No:30 FATİH/ESENLER,0212 568 93 43,,Yok,0,,FATİH,41.04222326800004,28.866806616000076
1852,ÜMRANİYE,Ümraniye 20 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Zerafet Sk. No: NECİP FAZIL/ÜMRANİYE,0216 526 20 00,,Yok,0,,NECİP FAZIL,41.017717911000034,29.17779005700004
1852,ÜMRANİYE,Özel Erdem Tıp Merkezi,Tıp Merkezi Özel,Sanayi Cad. No:8 SARAY/ÜMRANİYE,0850 222 04 94,,Var,,Var,SARAY,41.022571302000074,29.119463255000028
2016,ESENLER,Esenler 9 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Piri Reis Cad. No:37 MENDERES/ESENLER,0212 569 33 11,,Yok,0,,MENDERES,41.04207299500007,28.872600270000078
2005,BAHÇELİEVLER,Diş Hekimi Taşkın Türker,Muayenehane,Adnan Kahveci Bulvarı No:58 BAHÇELİEVLER/BAHÇELİEVLER,0212 441 75 83 - 0542 685 92 91,,,,,BAHÇELİEVLER,41.001391728000044,28.862093836000042
2005,BAHÇELİEVLER,Diş Hekimi Hızır Baş,Muayenehane,İzzettin Çalışlar Cad. No:21 BAHÇELİEVLER/BAHÇELİEVLER,0212 441 83 74,www.hizirbas.com,,,,BAHÇELİEVLER,41.00271500000008,28.87113400100003
1663,ŞİŞLİ,Özel Ermeni Katolik Surp Agop Hastanesi Polikliniği,Poliklinik Özel,Elmadağ Cad. No:57 İNÖNÜ/ŞİŞLİ,0212 230 17 18,www.surpagop.com,Var,0,,İNÖNÜ,41.04177866400005,28.986413995000078
2015,TUZLA,Atam Veteriner Kliniği,Veteriner,Azimli Sk. No:2 TEPEÖREN/TUZLA,0216 304 10 50,www.atamvet.com,,0,Yok,TEPEÖREN,40.90989565700005,29.38979383800006
2053,ESENYURT,Esenyurt 7 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,1240. Sk. No:5-7 PINAR/ESENYURT,0212 699 52 69,,Yok,0,,PINAR,41.03484199300004,28.668055911000067
1421,KADIKÖY,Ruyet Optik,Optik,Kozyatağı Sk. No:21 KOZYATAĞI/KADIKÖY,0216 416 10 03,,,,,KOZYATAĞI,40.966212443000074,29.100638368000034
1186,BEYOĞLU,Kadı Mehmet Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Bahriye Hastanesi Arka Sk. No:4 KADIMEHMET EFENDİ/BEYOĞLU,0212 237 38 99,,Yok,0,,KADIMEHMET EFENDİ,41.03373114300007,28.96389693100008
1421,KADIKÖY,Medikal Can Ortopedi,Medikal,Çeltikçi Sk. No:4 RASİMPAŞA/KADIKÖY,0216 349 50 05,,,,,RASİMPAŞA,40.99633443400006,29.025635426000065
1186,BEYOĞLU,Özel Minadent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Alçakdam Sk. No:1 YENİŞEHİR/BEYOĞLU,0212 254 26 26 - 0212 254 20 26,,,,,YENİŞEHİR,41.044217486000036,28.977416513000037
1823,KÜÇÜKÇEKMECE,Özel Remanit Diş Laboratuvarı,Diş Laboratuvarı,6. Menekşe Sk. No:23 SULTAN MURAT/KÜÇÜKÇEKMECE,0212 426 02 85,,,,,SULTAN MURAT,41.000787417000026,28.786723547000065
1183,BEŞİKTAŞ,Özel İzmirli Ortodonti Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Aytar Cad. No:25 NİSBETİYE/BEŞİKTAŞ,0212 283 57 90,www.izmirliortodonti.com,,,,NİSBETİYE,41.075482770000065,29.018945677000033
1336,GAZİOSMANPAŞA,Özel Merve Tıp Merkezi,Tıp Merkezi Özel,General Aldoğan Cad. No:1 KARADENİZ/GAZİOSMANPAŞA,0212 537 70 79,www.mervetipmerkezi.com,Var,0,Yok,KARADENİZ,41.075534936000054,28.882193200000074
1336,GAZİOSMANPAŞA,Kar Optik,Optik,Eski Edirne Asfaltı No:278 BARBAROS HAYRETTİN PAŞA/GAZİOSMANPAŞA,0212 535 19 20,,,,,BARBAROS HAYRETTİN PAŞA,41.07254322000006,28.88809612700004
1186,BEYOĞLU,Vet Center Veteriner Kliniği,Veteriner,Bakraç Sk. No:24 CİHANGİR/BEYOĞLU,0212 244 72 97,www.vet-center.com,,0,Yok,CİHANGİR,41.03182003400008,28.984020503000067
1421,KADIKÖY,Moda Veteriner Kliniği,Veteriner,Mühürdar Cad. No:101 CAFERAĞA/KADIKÖY,0216 414 48 00,,,0,Yok,CAFERAĞA,40.98643043000004,29.021753312000044
1421,KADIKÖY,Volkan Optik,Optik,Vukela Cad. No:12/1 BOSTANCI/KADIKÖY,0216 361 09 91,,,,,BOSTANCI,40.95657985200006,29.09484991800008
1708,ÜSKÜDAR,Üsküdar Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Güner Sk. No:66 SELAMİ ALİ/ÜSKÜDAR,0216 553 05 93,,Yok,0,,SELAMİ ALİ,41.026952777000076,29.025476526000034
1708,ÜSKÜDAR,Özel Çamlıca Diş Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Alemdağ Yan Yolu No:15 KISIKLI/ÜSKÜDAR,0216 481 81 61 - 0216 523 68 52,www.camlicadis.net,Yok,0,Yok,KISIKLI,41.02393014300003,29.079523255000026
1421,KADIKÖY,Pet Nature,Veteriner,Elmalıçeşme Sk. No:10 RASİMPAŞA/KADIKÖY,0216 330 97 40,,,0,Yok,RASİMPAŞA,40.99313212900006,29.03156583300006
1663,ŞİŞLİ,Özel Ultralab Tanı Laboratuvarı,Laboratuvar Özel,Poyracık Sk. No:63 TEŞVİKİYE/ŞİŞLİ,0212 444 15 22,www.labtestsonline.org.tr,,,,TEŞVİKİYE,41.05344517700007,28.994306564000055
1663,ŞİŞLİ,Özel E-Lab Laboratuvarı,Laboratuvar Özel,Abdi İpekçi Cad. No:1 HARBİYE/ŞİŞLİ,0212 296 31 50,www.elab.com.tr,,,,HARBİYE,41.045263928000054,28.994068979000076
1327,FATİH,Özel Can Erdem Ortoz-Protez Merkezi,Protez-Ortez Yapım ve Uygulama Merkezi Özel,Adnan Menderes Vatan Bulvarı No:35 MOLLA GÜRANİ/FATİH,0212 621 13 12 - 14,,,,,MOLLA GÜRANİ,41.01312122300004,28.944873243000075
1823,KÜÇÜKÇEKMECE,Özel Asya Göz Merkezi,Göz Merkezi Özel,Çizmeci Sk. No:113 SULTAN MURAT/KÜÇÜKÇEKMECE,0212 424 01 12,www.asyagoz.com.tr,,0,,SULTAN MURAT,41.00241636700008,28.788498571000048
2015,TUZLA,Türk Kızılayı İlk Yardım Eğitim Merkezi,Kızılay,Hatboyu Cad. No:3 EVLİYA ÇELEBİ/TUZLA,0216 446 78 00,www.tuzlakizilay.org.tr,,,Yok,EVLİYA ÇELEBİ,40.84486954000005,29.29981188100004
1327,FATİH,Eza Medikal,Medikal,Koca Mustafapaşa Cad. No:45D CERRAHPAŞA/FATİH,0212 529 96 26,,,,,CERRAHPAŞA,41.004736870000045,28.935995217000027
2005,BAHÇELİEVLER,Bahçelievler 8.Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Sevinç Sk. No:26 SOĞANLI/BAHÇELİEVLER,0212 642 32 33,,Yok,0,,SOĞANLI,41.011784910000074,28.859818353000037
2005,BAHÇELİEVLER,Diş Hekimi Ayşe Bostan - Tamer Bostan,Muayenehane,Ferit Selimpaşa Cad. No:12 SİYAVUŞPAŞA/BAHÇELİEVLER,0212 441 30 53,,,,,SİYAVUŞPAŞA,41.00245000000007,28.859732000000065
2053,ESENYURT,Yunus Emre Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Balıkçıl Sk. No:30/1 HÜRRİYET/ESENYURT,0212 689 67 88,,Yok,0,,HÜRRİYET,41.02949494200004,28.64857322200004
2053,ESENYURT,Sen Optik,Optik,Doğan Araslı Bulvarı No:2A SULTANİYE/ESENYURT,0212 699 00 50,,,,,SULTANİYE,41.03299175600006,28.681379999000058
1421,KADIKÖY,Trendy Optik,Optik,Bağdat Cad. No:374 SUADİYE/KADIKÖY,0216 478 47 04,,,,,SUADİYE,40.96272345300008,29.07536645700003
1663,ŞİŞLİ,Şişli Hamidye Etfal Eğitim ve Araştırma Hastanesi Nişantaşı Semt Polikliniği,Poliklinik,Poyracık Sk. No:31 TEŞVİKİYE/ŞİŞLİ,0212 373 50 00,www.sislietfal.gov.tr,Yok,0,,TEŞVİKİYE,41.052187178000054,28.99571026900003
2053,ESENYURT,Özel Dünya Diş Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Doğan Araslı Bulvarı No:174 YENİKENT/ESENYURT,0212 620 34 44,,,,,YENİKENT,41.034850849000065,28.680168448000074
1186,BEYOĞLU,Sağlık Bilimleri Üniversitesi İstanbul Beyoğlu Göz Eğitim ve Araştırma Hastanesi Tepebaşı Semt Polikliniği,Poliklinik,Meşrutiyet Cad. No:73 ASMALI MESCİT/BEYOĞLU,0212 251 59 00 - 0212 251 69 10,www.beyoglugoz.gov.tr,Var,,,ASMALI MESCİT,41.03136790000008,28.97472806500008
2005,BAHÇELİEVLER,Çocuk Sağlığı ve Hastalıkları Uzmanı Dr. Vahap Öney,Muayenehane,Neyire Neyir Sk. No:35 BAHÇELİEVLER/BAHÇELİEVLER,0212 644 40 03,,,,,BAHÇELİEVLER,41.001096000000075,28.870806000000073
1421,KADIKÖY,Kadıköy 4 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Kuzu Sk. No:20 SUADİYE/KADIKÖY,0216 372 03 35,,Yok,0,,SUADİYE,40.957793036000055,29.078514867000024
2003,AVCILAR,Avcılar Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Kirazlı Cad. No:55 CİHANGİR/AVCILAR,0212 509 88 86,www.istanbulhalksagligi.gov.tr,,,Yok,CİHANGİR,40.987149077000026,28.710107674000028
2010,GÜNGÖREN,Özel Merter-Dent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Şair Ahmet Kutsi Tecer Cad. No:16 ABDURRAHMAN NAFİZ GÜRMAN/GÜNGÖREN,0212 553 43 33,www.merterdent.com,,,,ABDURRAHMAN NAFİZ GÜRMAN,41.00538469900005,28.889420616000052
2010,GÜNGÖREN,Diş Hekimi Mehmet Güdül,Muayenehane,Kınalı Cad. No:60 HAZNEDAR/GÜNGÖREN,0212 621 17 18,,,,,HAZNEDAR,41.01306990300003,28.868806902000074
1166,BAKIRKÖY,Bakırköy Prof.Dr.Mazhar Osman Ruh Sağ. ve Sinir Hast. Eğt. ve Araş. Hastanesi Amatem,Poliklinik,Dr. Tevfik Sağlam Cad. No:12 ZUHURATBABA/BAKIRKÖY,0212 409 15 15,www.bakirkoyruhsinir.gov.tr,Var,,,ZUHURATBABA,40.99295389100007,28.86442587700003
2005,BAHÇELİEVLER,Payız Optik,Optik,Bağcılar Cad. No:103 CUMHURİYET/BAHÇELİEVLER,0212 556 40 61,,,,,CUMHURİYET,41.01499017300006,28.862098299000024
1166,BAKIRKÖY,Özel Dentan Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,19 Mayıs Cad. No:12 ATAKÖY 2-5-6. KISIM/BAKIRKÖY,0212 559 49 84,,,,,ATAKÖY 2-5-6. KISIM,40.977846390000025,28.853994861000047
1166,BAKIRKÖY,Özel Sintigrafi Nükleer Tıp Merkezi,Tıp Merkezi Özel,İncirli Cad. No:88 KARTALTEPE/BAKIRKÖY,0212 570 56 23 - 0212 570 71 73,www.sintias.com.tr,Yok,,Yok,KARTALTEPE,40.99292129600008,28.870154161000073
1835,PENDİK,Aydos Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Bereket Çıkmazı No:5A ERTUĞRUL GAZİ/PENDİK,0216 426 08 40,,Yok,0,,ERTUĞRUL GAZİ,40.91967329100004,29.26063070300006
1852,ÜMRANİYE,Özel Rad İstanbul Görüntüleme Merkezi,Görüntüleme Merkezi Özel,Alemdağ Cad. No:2A YAMANEVLER/ÜMRANİYE,0216 521 88 36,,,,,YAMANEVLER,41.02491510600004,29.102277554000068
2003,AVCILAR,Reşitpaşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Tüloğlu Sk. No:2 MERKEZ/AVCILAR,0212 591 78 79,,Yok,0,,MERKEZ,40.97912722500007,28.72737627500004
1325,EYÜPSULTAN,Özel Adc Akay Ağız Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Edirnekapı Rami Cad. No:3A DEFTERDAR/EYÜPSULTAN,0212 497 44 88,www.adcdent.com,,,,DEFTERDAR,41.035666810000066,28.92495344500003
1166,BAKIRKÖY,Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi,Eğitim Araştırma Hastanesi,Dr. Tevfik Sağlam Cad. No:10/1 ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,Var,604,Var,ZUHURATBABA,40.993828087000054,28.86501117000006
1166,BAKIRKÖY,Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi Acil Tıp Kliniği,Klinikler,Dr. Tevfik Sağlam Cad. No:23/1 ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,,,Var,ZUHURATBABA,40.99335513300008,28.86646788300004
2054,SANCAKTEPE,Miktad Armağan Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hüsnü Sk. YUNUS EMRE/SANCAKTEPE,0216 312 25 84,,Yok,0,,YUNUS EMRE,41.01626154300004,29.249543061000054
2005,BAHÇELİEVLER,Özel Metrodiş Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Mahmutbey Cad. No:1 HÜRRİYET/BAHÇELİEVLER,0212 503 08 53,www.metrodisklinigi.com,,,,HÜRRİYET,40.999657554000066,28.842246768000052
1166,BAKIRKÖY,Özel Saf Diş Protez Laboratuvarı,Diş Laboratuvarı,İstanbul Cad. No:22 CEVİZLİK/BAKIRKÖY,0212 570 50 28,,,,,CEVİZLİK,40.978323311000054,28.87590140100008
2005,BAHÇELİEVLER,Haznedar Işitme Cihazları Satış ve Uygulama Merkezi,İşitme Cihazı Satış ve Uygulama Merkezi,Deli Hüseyinpaşa Cad. No:3 BAHÇELİEVLER/BAHÇELİEVLER,0212 677 71 90,www.haznedarisitme.com,,0,,BAHÇELİEVLER,41.00732362300005,28.86941348000005
1421,KADIKÖY,Özel Gama Med Sintigrafi,Görüntüleme Merkezi Özel,Salih Omurtak Sk. No:99 KOŞUYOLU/KADIKÖY,0216 546 11 12,,,,,KOŞUYOLU,41.00623027700004,29.03629722000005
1421,KADIKÖY,Özel Koşuyolu Kadın Hastalıkları Merkezi,Kadın Hastalıkları ve Sağlığı Merkezi Özel,Muhittin Üstündağ Cad. No:5 KOŞUYOLU/KADIKÖY,0216 339 90 05,www.kadinhastaliklarimerkezi.com,,2,,KOŞUYOLU,41.00604376700005,29.03667616100006
1449,KARTAL,Beşir Akınal Huzurevi,Huzurevi,Kirazlık Sk. No:30 YAKACIK ÇARŞI/KARTAL,0216 377 26 30,,,,Yok,YAKACIK ÇARŞI,40.91641711700004,29.229018462000056
1449,KARTAL,Avrasya Huzurevi,Huzurevi,Yeşilzümrüt Sk. No:3 YAKACIK ÇARŞI/KARTAL,0216 309 94 06,www.avrasyahuzurevi.com,,,Yok,YAKACIK ÇARŞI,40.91289980300007,29.22820981700005
1325,EYÜPSULTAN,Bizim Optik,Optik,Atatürk Cad. No:50 ALİBEYKÖY/EYÜPSULTAN,0212 427 01 77,,,,,ALİBEYKÖY,41.07711589500008,28.947056694000025
1166,BAKIRKÖY,İstanbul Eğitim ve Araştırma Hastanesi Osmaniye Polikliniği,Poliklinik,Bildik Sk. No:1 OSMANİYE/BAKIRKÖY,0212 660 86 57,http://istanbuleah.saglik.gov.tr,Yok,0,,OSMANİYE,40.99193101000003,28.881741732000023
1183,BEŞİKTAŞ,Özel Natal Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Peker Sk. No:38 NİSBETİYE/BEŞİKTAŞ,0212 324 30 10,www.natalfiziktedavi.com,Yok,0,Yok,NİSBETİYE,41.076172976000066,29.02100644500007
1336,GAZİOSMANPAŞA,Yıldıztabya Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Yıldıztabya Cad. No:147-149 YILDIZTABYA/GAZİOSMANPAŞA,0212 564 77 67,,Yok,0,,YILDIZTABYA,41.06507983600005,28.93185654100006
1336,GAZİOSMANPAŞA,Suat Optik,Optik,621. Sk. No:128A KARAYOLLARI/GAZİOSMANPAŞA,0212 617 00 60,,,,,KARAYOLLARI,41.08648308900007,28.896951182000066
1183,BEŞİKTAŞ,Özel Dentiform Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Esra Sk. No:2G KÜLTÜR/BEŞİKTAŞ,0212 257 97 92,www.istanbulsaglik.gov.tr,,,,KÜLTÜR,41.075361239000074,29.028231851000044
1663,ŞİŞLİ,Özel Hospitalium Hastanesi Şişli,Özel Hastane,Operatör Raifbey Sk. No:49 19 MAYIS/ŞİŞLİ,0212 343 18 00,www.hospitaliumgroup.com,Var,,Var,19 MAYIS,41.06063034400006,28.989018308000027
1708,ÜSKÜDAR,Özel Panoson Görüntüleme,Görüntüleme Merkezi Özel,Halk Cad. No:4-6A AZİZ MAHMUT HÜDAYİ/ÜSKÜDAR,0216 492 34 98,,,,,AZİZ MAHMUT HÜDAYİ,41.02146599900004,29.015953000000025
1663,ŞİŞLİ,Şişli 6 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Sakız Ağacı Sk. No:1 FULYA/ŞİŞLİ,0212 213 59 00,,Yok,0,,FULYA,41.06075521900004,28.99895443400004
2005,BAHÇELİEVLER,Özel Dentisyon Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Kültür Sk. No:8 BAHÇELİEVLER/BAHÇELİEVLER,0212 442 50 81,www.dentisyon.com,,,,BAHÇELİEVLER,40.996211103000064,28.863388361000034
1421,KADIKÖY,Medikatek Medikal,Medikal,Nisan Sk. No:5 MERDİVENKÖY/KADIKÖY,0216 505 56 36,,,,,MERDİVENKÖY,40.98884141100007,29.077290899000047
1421,KADIKÖY,Özel Fizyorem Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Bağdat Cad. No:16 CADDEBOSTAN/KADIKÖY,0216 349 90 96,www.fizyorem.com,Yok,0,Yok,CADDEBOSTAN,40.96448283400008,29.07239029300007
1708,ÜSKÜDAR,Özel Üsküdar Aktif Tıp Merkezi,Tıp Merkezi Özel,Halk Cad. No:24 AZİZ MAHMUT HÜDAYİ/ÜSKÜDAR,0216 310 43 43,www.aktiftipmerkezi.com.tr,Var,,Yok,AZİZ MAHMUT HÜDAYİ,41.02085231800004,29.015289648000078
1810,KAĞITHANE,Diş Hekimi Ercan ve Kadir Şentürk,Muayenehane,Yasemin Sk. No:2 SULTAN SELİM/KAĞITHANE,0212 325 72 39,,,,,SULTAN SELİM,41.09047458900005,29.002683595000065
1166,BAKIRKÖY,Özel Flormed Kulak Burun Boğaz Merkezi,Poliklinik Özel,İç Sk. No:8 ŞENLİKKÖY/BAKIRKÖY,0212 598 32 00,,Var,0,,ŞENLİKKÖY,40.98111137800004,28.79479000300006
1327,FATİH,Özel Konuralp Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Deniz Abdal Camii Sk. No:2 ŞEHREMİNİ/FATİH,0212 529 60 62,www.konuralpdis.com,,,,ŞEHREMİNİ,41.01504446300004,28.932634670000027
1327,FATİH,Özel Çapa Hastanesi,Özel Hastane,Necip Asım Sk. No:23 ŞEHREMİNİ/FATİH,0212 530 58 00,www.capahastanesi.com,Var,56,Var,ŞEHREMİNİ,41.013386497000056,28.93404209700003
1327,FATİH,İstanbul Emniyet Müdürlüğü Bölge Polikliniği,Poliklinik,29 Mayıs Sk. No: HIRKA-İ ŞERİF/FATİH,0212 636 19 80,,Yok,0,,HIRKA-İ ŞERİF,41.01983500600005,28.937494023000056
1327,FATİH,Yaşam Veteriner Kliniği,Veteriner,Turgut Özal Millet Cad. No:170 TOPKAPI/FATİH,0212 621 46 06,www.yasamvet.com,,0,Yok,TOPKAPI,41.01742509800005,28.92964338300004
1663,ŞİŞLİ,Özel Gelişim Tıp Laboratuvarı Nişantaşı,Laboratuvar Özel,Prof. Dr. Orhan Ersek Sk. No:64 TEŞVİKİYE/ŞİŞLİ,0212 231 49 67,www.gelisimlab.com.tr,,,,TEŞVİKİYE,41.05291990400008,28.993025405000026
1421,KADIKÖY,A-Dora Huzurevi Bostancı,Huzurevi,Ayçil Sk. No:28 KOZYATAĞI/KADIKÖY,0216 445 40 40,www.adorahuzurevi.com,,,Yok,KOZYATAĞI,40.96387591900003,29.093515383000067
1708,ÜSKÜDAR,Üsküdar Ana Çocuk Sağlığı ve Aile Planlaması Merkezi,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Selahattin Eyyubi Sk. No:1 ÇENGELKÖY/ÜSKÜDAR,0216 434 82 32,www.istanbulhalksagligi.gov.tr,Yok,0,,ÇENGELKÖY,41.05774135300004,29.067659676000062
1663,ŞİŞLİ,Özel Memorial Hastanesi Şişli,Özel Hastane,Perpa Sk. No:2 KAPTANPAŞA/ŞİŞLİ,0212 314 66 66,www.memorial.com.tr,Var,169,Var,KAPTANPAŞA,41.06140584700006,28.97310576900003
1421,KADIKÖY,Kadıköy 26 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Ressam Şeref Akdik Sk. No:4 CAFERAĞA/KADIKÖY,0216 346 48 82,,Yok,0,,CAFERAĞA,40.98555888800007,29.025383309000063
2014,SULTANBEYLİ,Sevim Taşpınar Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hat Cad. No:2/1 HASANPAŞA/SULTANBEYLİ,0216 398 04 74,,Yok,0,,HASANPAŞA,40.96565822200006,29.249713520000057
2014,SULTANBEYLİ,Orhan Gazi Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Karataş Sk. No:34 ORHANGAZİ/SULTANBEYLİ,0216 487 17 44,,Yok,0,,ORHANGAZİ,40.94040705000003,29.287124109000047
2054,SANCAKTEPE,Hamdi Oral Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Takva Cad. No:11/1 SAFA/SANCAKTEPE,0216 312 35 04,,Yok,0,,SAFA,41.008630244000074,29.247937200000024
2048,ARNAVUTKÖY,Arnavutköy Verem Savaş Dispanseri,Verem Savaş Dispanseri,Tahtakale Sk. No:12/1 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 16 06,,,0,Yok,ARNAVUTKÖY MERKEZ,41.182132479000074,28.740624636000064
2012,MALTEPE,Özel Maltepe Ağız Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Sakızağacı Sk. No:13 BAĞLARBAŞI/MALTEPE,0216 371 61 60,www.dishekiminiz.com,,,,BAĞLARBAŞI,40.92505193100004,29.132747476000077
